hotel,is_canceled,lead_time,arrival_date_month,arrival_date_day_of_month,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,city,temperature_2m_mean,rain_sum,people,same_room,total_stays
Resort Hotel - Bangalore,0,97,January,30,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,87.3,0,2,Bangalore,22.006248,0.0,2.0,Yes,4
Resort Hotel - Chandigarh,0,109,November,9,BB,CN,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,241.0,0,Transient,85.59,1,2,Chandigarh,22.020834,0.0,3.0,No,5
Resort Hotel - Bhopal,0,30,September,22,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,123.0,0,0,Bhopal,27.122917,1.9000001,2.0,Yes,5
Resort Hotel - Pune,0,64,December,25,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,107.0,0,0,Pune,23.541664,0.0,2.0,Yes,5
Resort Hotel - Hyderabad,0,39,December,3,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,163.0,0,0,Hyderabad,23.787498,2.6999998,2.0,Yes,6
Resort Hotel - Mumbai,0,90,September,29,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,82.0,0,0,Mumbai,26.522917,4.2,2.0,Yes,6
Resort Hotel - Hyderabad,1,34,December,7,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,163.0,0,0,Hyderabad,25.022917,1.3000002,4.0,Yes,6
Resort Hotel - Ahmedabad,1,93,February,15,HB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,15.0,0,Transient,105.5,0,0,Ahmedabad,25.041664,0.0,2.0,Yes,7
Resort Hotel - Chandigarh,0,97,February,3,HB,PRT,Direct,Direct,0,0,0,1,No Deposit,250.0,0,Transient,164.2,1,1,Chandigarh,13.533334,1.3,4.0,Yes,7
Resort Hotel - Chennai,0,29,August,2,BB,IRL,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,0,Transient,97.29,0,1,Chennai,29.539581,4.4999995,2.0,Yes,7
Resort Hotel - Pune,1,101,November,5,HB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,114.0,0,1,Pune,24.147917,0.0,2.0,Yes,7
Resort Hotel - Bangalore,0,27,December,21,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,175.0,0,Transient,98.4,0,0,Bangalore,23.129166,0.0,2.0,Yes,7
Resort Hotel - Delhi,0,8,August,20,BB,CHE,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,0,Transient,175.0,1,1,Delhi,28.016668,7.8,4.0,Yes,9
Resort Hotel - Kochi,0,82,July,22,BB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,5.0,0,Transient,63.6,1,2,Kochi,26.091667,3.4,2.0,Yes,10
Resort Hotel - Delhi,0,94,January,15,BB,PRT,Direct,Direct,0,0,0,3,No Deposit,0.0,0,Transient,124.45,1,1,Delhi,8.854167,0.0,3.0,No,10
Resort Hotel - Lucknow,0,110,February,4,BB,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,40.0,0,Contract,110.7,0,0,Lucknow,15.7437525,38.000004,2.0,Yes,11
Resort Hotel - Kochi,0,96,January,4,HB,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,40.0,0,Contract,74.07,0,0,Kochi,26.547915,57.8,1.0,Yes,14
Resort Hotel - Chennai,0,79,December,13,HB,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,243.0,0,Contract,134.1,0,0,Chennai,26.102081,2.0,2.0,Yes,14
Resort Hotel - Indore,0,115,April,11,BB,PRT,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,0,Transient,167.0,0,0,Indore,27.339584,5.1,4.0,Yes,5
Resort Hotel - Bangalore,0,111,July,3,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,123.0,0,2,Bangalore,23.212502,10.400001,2.0,No,4
Resort Hotel - Mumbai,0,51,April,29,BB,USA,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,0,Transient,117.81,1,2,Mumbai,32.349995,0.0,2.0,Yes,4
Resort Hotel - Kochi,0,94,January,4,BB,CN,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,96.0,0,Transient,171.32,0,1,Kochi,26.547915,57.8,3.0,Yes,4
Resort Hotel - Hyderabad,0,81,February,15,HB,CHE,Direct,Direct,0,0,0,0,No Deposit,250.0,0,Transient,210.0,1,0,Hyderabad,24.7875,0.0,4.0,Yes,4
Resort Hotel - Kolkata,0,84,July,31,BB,PRT,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,0,Transient,97.0,0,2,Kolkata,28.068748,26.199997,3.0,No,4
Resort Hotel - Jaipur,0,51,April,11,BB,USA,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,0,Transient,117.81,0,2,Jaipur,29.972914,0.0,3.0,Yes,4
Resort Hotel - Kochi,0,111,October,23,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,0.0,0,2,Kochi,25.83333,17.5,2.0,No,0
Resort Hotel - Goa,0,0,October,5,BB,PRT,Direct,Direct,0,0,0,0,No Deposit,250.0,0,Transient,0.0,0,0,Goa,26.539581,6.0,1.0,No,0
Resort Hotel - Kochi,0,2,October,9,BB,PRT,Direct,Direct,0,0,0,0,No Deposit,0.0,0,Transient,131.0,0,0,Kochi,25.462502,30.6,3.0,No,1
Resort Hotel - Chandigarh,0,7,December,23,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,98.0,0,2,Chandigarh,11.989583,1.4000001,2.0,No,2
Resort Hotel - Chennai,0,98,November,11,BB,USA,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,87.3,1,1,Chennai,26.754166,15.6,2.0,No,2
Resort Hotel - Kochi,0,95,July,20,BB,GRC,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,97.0,0,1,Kochi,26.612497,7.399999,2.0,Yes,3
Resort Hotel - Indore,1,48,December,4,HB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,167.0,0,0,Indore,22.595833,0.0,2.0,Yes,4
Resort Hotel - Indore,0,66,March,2,HB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,175.0,0,Transient,91.5,0,0,Indore,24.81875,0.1,2.0,No,4
Resort Hotel - Indore,0,104,February,10,BB,PRT,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,0,Transient,73.8,0,1,Indore,19.439585,0.0,2.0,No,4
Resort Hotel - Lucknow,0,28,March,21,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,123.0,0,0,Lucknow,21.747917,0.0,2.0,Yes,5
Resort Hotel - Jaipur,0,34,October,1,HB,PRT,Direct,Direct,0,0,0,0,No Deposit,250.0,0,Transient,175.0,1,0,Jaipur,29.127083,0.0,2.0,Yes,5
Resort Hotel - Lucknow,0,98,October,24,HB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,117.8,1,1,Lucknow,26.897917,0.0,2.0,No,6
Resort Hotel - Kolkata,0,104,March,19,BB,PRT,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,0,Transient,117.63,0,0,Kolkata,25.268747,9.4,2.0,Yes,6
Resort Hotel - Kochi,0,68,February,17,HB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,185.0,0,0,Kochi,29.012499,0.5,4.0,Yes,7
Resort Hotel - Delhi,1,86,March,1,HB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,175.0,0,Transient,71.0,0,1,Delhi,20.852083,1.7,1.0,Yes,7
Resort Hotel - Jaipur,0,258,February,22,BB,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,2.0,0,Contract,47.25,0,0,Jaipur,17.802082,0.0,2.0,Yes,7
Resort Hotel - Bangalore,0,111,January,21,HB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,151.0,0,1,Bangalore,22.9375,0.0,2.0,No,8
Resort Hotel - Chandigarh,1,94,June,19,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,87.3,0,0,Chandigarh,34.64792,0.1,2.0,Yes,10
Resort Hotel - Hyderabad,0,112,June,24,BB,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,242.0,0,Transient,120.6,0,1,Hyderabad,27.870836,0.2,2.0,Yes,10
Resort Hotel - Hyderabad,0,100,October,7,BB,GBR,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,241.0,0,Transient,63.86,0,1,Hyderabad,25.593748,1.5000001,2.0,Yes,10
Resort Hotel - Pune,0,33,March,6,HB,PRT,Direct,Direct,0,0,0,5,No Deposit,250.0,0,Transient,157.1,0,1,Pune,24.72917,0.0,2.0,Yes,10
Resort Hotel - Lucknow,0,97,April,14,HB,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,156.0,0,Contract,91.37,0,2,Lucknow,30.520834,0.0,2.0,Yes,10
Resort Hotel - Ahmedabad,0,80,December,14,BB,FRA,Direct,Direct,0,0,0,1,No Deposit,0.0,0,Transient,73.0,0,0,Ahmedabad,20.324999,0.0,1.0,Yes,11
Resort Hotel - Kolkata,0,90,February,13,BB,ITA,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,8.0,0,Contract,110.7,0,0,Kolkata,22.154167,0.0,2.0,Yes,14
Resort Hotel - Lucknow,0,111,June,22,BB,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,40.0,0,Contract,93.6,0,0,Lucknow,33.377083,6.5,2.0,Yes,14
Resort Hotel - Chennai,0,65,December,5,BB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,127.0,0,Transient,83.5,0,0,Chennai,26.15833,0.70000005,2.0,Yes,7
Resort Hotel - Goa,1,67,June,20,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,73.8,0,1,Goa,25.65625,49.600002,2.0,Yes,2
Resort Hotel - Jaipur,0,55,September,15,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,82.0,1,2,Jaipur,25.539581,0.0,2.0,Yes,3
Resort Hotel - Chennai,0,21,December,20,HB,PRT,Direct,Direct,0,0,0,0,No Deposit,250.0,0,Transient,185.5,0,1,Chennai,25.9125,15.900002,3.0,Yes,3
Resort Hotel - Lucknow,0,8,August,4,BB,PRT,Direct,Direct,0,0,0,0,No Deposit,0.0,0,Transient,0.0,0,1,Lucknow,28.795832,2.2999997,2.0,Yes,0
Resort Hotel - Chandigarh,0,8,July,3,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,0.0,0,1,Chandigarh,28.731249,5.4999995,2.0,No,0
Resort Hotel - Kolkata,0,0,September,12,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,109.8,0,3,Kolkata,28.418749,10.800001,1.0,Yes,1
Resort Hotel - Kolkata,0,0,June,21,HB,PRT,Direct,Direct,0,0,0,0,No Deposit,0.0,0,Transient,195.0,1,0,Kolkata,28.91667,0.8,3.0,Yes,1
Resort Hotel - Bhopal,0,0,August,18,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,109.8,0,3,Bhopal,27.002085,1.1,1.0,Yes,1
Resort Hotel - Kolkata,0,8,November,8,BB,ESP,Online TA,TA/TO,0,0,0,2,No Deposit,240.0,0,Transient,193.0,0,1,Kolkata,25.606253,0.0,5.0,Yes,4
Resort Hotel - Chandigarh,0,66,June,8,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,97.0,0,2,Chandigarh,32.65833,0.0,2.0,Yes,4
Resort Hotel - Bhopal,0,88,July,27,HB,USA,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,95.0,0,Transient,150.0,0,1,Bhopal,24.752085,17.8,3.0,No,4
Resort Hotel - Bangalore,0,0,July,8,BB,NLD,Direct,Direct,0,0,0,2,No Deposit,0.0,0,Transient,98.0,0,0,Bangalore,23.125,8.3,2.0,Yes,4
Resort Hotel - Kochi,1,43,November,21,HB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,134.0,0,Transient,91.5,0,0,Kochi,27.568748,0.2,2.0,Yes,5
Resort Hotel - Jaipur,1,88,August,25,HB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,139.0,0,2,Jaipur,26.510414,10.5,2.0,Yes,7
Resort Hotel - Indore,0,54,March,3,BB,IRL,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,8.0,0,Transient,79.5,0,0,Indore,20.15,0.0,2.0,Yes,7
Resort Hotel - Lucknow,1,292,March,27,BB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,2.0,0,Contract,47.25,0,0,Lucknow,26.706247,0.0,2.0,Yes,7
Resort Hotel - Jaipur,0,112,June,13,HB,IRL,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,156.0,0,Contract,126.65,0,1,Jaipur,35.031254,1.1,2.0,Yes,14
Resort Hotel - Kochi,0,68,September,4,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,107.0,0,1,Kochi,26.047915,5.199999,2.0,Yes,3
Resort Hotel - Mumbai,0,7,January,26,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,131.0,1,2,Mumbai,23.762497,0.0,2.0,Yes,4
Resort Hotel - Kolkata,0,1,June,1,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,131.0,1,1,Kolkata,30.789587,0.70000005,2.0,Yes,4
Resort Hotel - Bhopal,1,113,October,20,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,123.0,0,1,Bhopal,23.514582,0.0,2.0,Yes,4
Resort Hotel - Pune,0,5,December,7,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,146.0,0,1,Pune,25.29583,0.0,2.0,Yes,4
Resort Hotel - Ahmedabad,0,83,June,5,BB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,Other,0,Transient,110.7,0,1,Ahmedabad,34.827084,0.0,2.0,Yes,4
Resort Hotel - Lucknow,1,105,June,24,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,73.8,0,1,Lucknow,33.18125,15.1,2.0,Yes,4
Resort Hotel - Ahmedabad,0,0,March,11,BB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,146.0,0,Transient,61.0,0,0,Ahmedabad,27.966667,0.0,1.0,Yes,1
Resort Hotel - Chandigarh,1,1,August,11,BB,PRT,Corporate,Corporate,0,0,0,0,No Deposit,0.0,0,Transient,104.72,0,1,Chandigarh,27.397919,4.1,2.0,Yes,1
Resort Hotel - Chandigarh,1,1,September,18,BB,PRT,Corporate,Corporate,0,0,0,0,No Deposit,0.0,0,Transient,104.72,0,1,Chandigarh,26.581247,0.7,2.0,Yes,1
Resort Hotel - Delhi,0,1,October,13,BB,CHE,Corporate,Corporate,0,0,0,0,No Deposit,0.0,0,Transient,104.72,1,1,Delhi,25.999998,0.0,2.0,No,2
Resort Hotel - Chandigarh,1,102,October,4,BB,PRT,Direct,Direct,0,0,0,0,No Deposit,9.0,0,Transient,66.42,0,1,Chandigarh,27.816668,0.0,2.0,Yes,5
Resort Hotel - Kochi,0,113,April,5,BB,PRT,Direct,Direct,0,0,0,1,No Deposit,250.0,0,Transient,77.96,1,1,Kochi,28.422913,4.5,2.0,Yes,6
Resort Hotel - Chennai,1,280,February,2,HB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,40.0,0,Contract,112.0,0,1,Chennai,26.795832,0.3,3.0,Yes,7
Resort Hotel - Chandigarh,0,96,January,14,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,107.0,0,1,Chandigarh,9.0,0.0,2.0,No,7
Resort Hotel - Kolkata,0,394,January,19,HB,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,40.0,0,Contract,89.68,0,0,Kolkata,17.672916,0.1,2.0,Yes,7
Resort Hotel - Jaipur,0,33,April,16,HB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,155.0,0,0,Jaipur,29.891663,0.0,2.0,Yes,7
Resort Hotel - Goa,0,82,August,29,BB,IRL,Direct,Direct,0,0,0,0,No Deposit,250.0,0,Transient,112.0,0,1,Goa,25.556252,9.000001,3.0,Yes,8
Resort Hotel - Chandigarh,0,100,October,20,BB,DNK,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,0,Transient-Party,130.1,0,3,Chandigarh,24.487501,0.0,3.0,Yes,9
Resort Hotel - Mumbai,0,100,January,30,BB,DNK,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient-Party,100.1,0,2,Mumbai,24.352083,0.0,2.0,Yes,9
Resort Hotel - Delhi,0,17,November,29,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,242.0,0,Transient,123.0,0,3,Delhi,18.916666,0.0,4.0,Yes,1
Resort Hotel - Pune,0,68,April,7,BB,ARG,Direct,Direct,0,0,0,0,No Deposit,250.0,0,Transient,124.0,1,1,Pune,29.627083,0.0,3.0,No,2
Resort Hotel - Mumbai,0,12,November,15,BB,PRT,Direct,Direct,0,0,0,2,No Deposit,0.0,0,Transient,146.0,1,0,Mumbai,29.158335,0.3,4.0,No,2
Resort Hotel - Hyderabad,1,77,November,16,BB,PRT,Direct,Direct,0,0,0,0,No Deposit,250.0,0,Transient,97.0,0,0,Hyderabad,25.560415,0.0,2.0,Yes,3
Resort Hotel - Kolkata,1,24,June,19,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,242.0,0,Transient,123.0,0,1,Kolkata,30.15,2.9000003,4.0,Yes,3
Resort Hotel - Goa,1,44,August,1,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,153.0,0,0,Goa,24.570833,44.8,4.0,Yes,3
Resort Hotel - Bangalore,0,78,March,27,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,82.0,0,2,Bangalore,26.914583,0.0,3.0,Yes,3
Resort Hotel - Chandigarh,1,17,June,7,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,105.08,0,0,Chandigarh,33.618748,0.0,2.0,Yes,4
Resort Hotel - Chennai,1,103,November,9,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,65.42,0,0,Chennai,27.372915,0.8000001,2.0,Yes,4
Resort Hotel - Bangalore,0,16,September,3,BB,RUS,Direct,Direct,0,0,0,0,No Deposit,250.0,0,Transient,98.0,0,1,Bangalore,23.110413,1.4000001,1.0,Yes,4
Resort Hotel - Bangalore,0,14,November,6,BB,SWE,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,0,Transient,75.46,1,1,Bangalore,22.758333,0.1,2.0,Yes,5
Resort Hotel - Bangalore,0,77,January,24,BB,POL,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,177.0,0,Transient,65.5,0,0,Bangalore,23.085417,0.0,2.0,Yes,5
Resort Hotel - Chandigarh,0,90,November,22,BB,FRA,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,6.0,0,Transient,90.95,0,0,Chandigarh,17.772917,0.0,2.0,No,7
Resort Hotel - Chandigarh,0,90,May,17,BB,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,40.0,0,Contract,93.6,0,0,Chandigarh,34.12709,0.0,2.0,Yes,7
Resort Hotel - Mumbai,0,90,June,9,BB,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,143.0,0,Contract,119.25,0,0,Mumbai,28.052078,36.600002,2.0,Yes,7
Resort Hotel - Bhopal,0,366,November,24,HB,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,40.0,0,Contract,134.73,0,0,Bhopal,20.085413,0.0,2.0,Yes,7
Resort Hotel - Bangalore,0,249,March,4,HB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,112.0,0,1,Bangalore,26.662498,0.0,2.0,Yes,7
Resort Hotel - Lucknow,1,69,January,18,HB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,118.13,0,2,Lucknow,10.620833,0.0,2.0,Yes,8
Resort Hotel - Chandigarh,0,10,October,31,BB,USA,Direct,Direct,0,0,0,0,No Deposit,250.0,0,Transient,131.0,0,0,Chandigarh,24.99375,0.0,2.0,Yes,1
Resort Hotel - Hyderabad,0,22,September,11,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,88.2,0,0,Hyderabad,25.156248,0.0,2.0,Yes,2
Resort Hotel - Bhopal,0,91,June,13,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,73.8,0,1,Bhopal,31.329168,0.3,2.0,Yes,2
Resort Hotel - Bhopal,0,23,April,7,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,98.0,0,0,Bhopal,27.866669,0.2,2.0,Yes,2
Resort Hotel - Mumbai,0,11,February,20,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,110.5,0,1,Mumbai,24.849998,0.0,2.0,Yes,2
Resort Hotel - Kochi,0,3,April,7,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,131.0,0,1,Kochi,28.4125,9.6,2.0,Yes,2
Resort Hotel - Jaipur,0,13,November,18,HB,PRT,Online TA,TA/TO,0,0,0,2,No Deposit,240.0,0,Transient,185.0,1,1,Jaipur,20.395834,0.0,3.0,Yes,2
Resort Hotel - Goa,0,108,September,29,BB,PRT,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,0,Transient,87.3,0,2,Goa,26.993752,1.1000001,2.0,Yes,2
Resort Hotel - Kolkata,0,91,May,3,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,73.8,0,1,Kolkata,33.204163,0.0,2.0,Yes,2
Resort Hotel - Jaipur,0,37,September,24,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,Other,0,Transient,120.0,0,1,Jaipur,28.927084,0.1,2.0,Yes,3
Resort Hotel - Chennai,0,21,March,9,BB,AUS,Direct,Direct,0,0,0,0,No Deposit,250.0,0,Transient,98.0,0,1,Chennai,28.425003,0.0,2.0,No,3
Resort Hotel - Pune,0,106,March,25,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,96.3,0,2,Pune,30.058336,0.0,2.0,Yes,3
Resort Hotel - Indore,0,30,July,13,FB,PRT,Direct,Direct,0,0,0,0,No Deposit,0.0,0,Transient-Party,197.0,0,1,Indore,25.979166,9.500001,2.0,Yes,4
Resort Hotel - Delhi,0,30,September,2,FB,PRT,Direct,Direct,0,0,0,0,No Deposit,0.0,0,Transient-Party,197.0,0,1,Delhi,27.95833,10.9,2.0,Yes,4
Resort Hotel - Lucknow,1,51,October,30,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,123.0,0,0,Lucknow,27.137505,0.0,2.0,Yes,5
Resort Hotel - Goa,0,79,November,21,BB,POL,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,82.0,0,2,Goa,26.329165,0.0,2.0,Yes,5
Resort Hotel - Lucknow,0,21,December,19,HB,PRT,Direct,Direct,0,0,0,1,No Deposit,250.0,0,Transient,165.0,1,3,Lucknow,16.952082,0.0,4.0,Yes,5
Resort Hotel - Indore,0,35,June,14,BB,EST,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,149.4,0,0,Indore,28.887503,6.5,4.0,Yes,5
Resort Hotel - Delhi,0,78,September,10,HB,PRT,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,0,Transient,106.84,1,2,Delhi,27.170832,9.6,2.0,Yes,7
Resort Hotel - Indore,0,31,February,12,HB,PRT,Direct,Direct,0,0,0,1,No Deposit,250.0,0,Transient,161.0,1,1,Indore,20.302084,0.0,2.0,Yes,7
Resort Hotel - Bangalore,0,78,August,5,HB,PRT,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,0,Transient,134.43,0,2,Bangalore,22.904165,2.1,2.0,Yes,7
Resort Hotel - Jaipur,0,78,June,28,HB,PRT,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,0,Transient,144.43,1,2,Jaipur,28.724998,6.7,2.0,Yes,7
Resort Hotel - Lucknow,0,44,June,18,HB,RUS,Offline TA/TO,TA/TO,0,0,0,2,No Deposit,Other,0,Transient,152.0,0,0,Lucknow,39.139584,0.0,1.0,Yes,7
Resort Hotel - Jaipur,0,34,July,1,HB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,0,Transient,125.54,0,3,Jaipur,30.354166,0.2,3.0,Yes,7
Resort Hotel - Pune,0,87,August,2,FB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,5.0,0,Transient,133.83,0,2,Pune,23.920835,9.700002,4.0,Yes,7
Resort Hotel - Ahmedabad,0,11,September,15,BB,PRT,Direct,Direct,0,0,0,0,No Deposit,250.0,0,Transient,159.75,1,0,Ahmedabad,26.55208,1.5000001,4.0,Yes,8
Resort Hotel - Kochi,0,115,October,16,BB,IRL,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,120.6,0,2,Kochi,25.239584,9.600001,2.0,Yes,9
Resort Hotel - Chandigarh,0,86,May,8,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,112.2,0,0,Chandigarh,30.960413,0.7,2.0,Yes,10
Resort Hotel - Kolkata,0,41,September,17,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,0,Transient,110.6,0,0,Kolkata,28.310415,0.4,3.0,Yes,11
Resort Hotel - Lucknow,0,32,May,26,BB,DNK,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,0,Transient,105.9,0,0,Lucknow,36.9375,0.0,2.0,Yes,13
Resort Hotel - Goa,0,34,July,24,HB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,0,Transient,95.27,0,3,Goa,25.6875,44.399998,3.0,Yes,7
Resort Hotel - Pune,0,34,November,22,HB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,0,Transient,108.83,0,1,Pune,22.550001,0.0,2.0,Yes,7
Resort Hotel - Delhi,1,100,October,10,HB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,Other,0,Transient,153.96,0,0,Delhi,25.677086,0.0,3.0,Yes,5
Resort Hotel - Kolkata,0,44,May,24,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,120.6,0,0,Kolkata,31.081247,0.0,2.0,Yes,5
Resort Hotel - Kolkata,0,304,May,23,BB,PRT,Direct,TA/TO,0,0,0,1,No Deposit,240.0,0,Transient,90.67,0,1,Kolkata,30.462502,1.0,3.0,Yes,6
Resort Hotel - Delhi,1,36,May,16,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,126.67,0,0,Delhi,34.97292,0.0,2.0,Yes,6
